ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
Dyen-1964-154,"Dyen, Isidore 1964","This list represents the original [list of 200 items by Swadesh](conceptlists.csv#cldf:Swadesh-1952-200) which was ranked by comparing the amount of cognate pairs found in 39 Indo-European languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion. The author gives also a [ranked list for Malayo-Polynesian languages](conceptlists.csv#cldf:Dyen-1964-196). Since the majority of languages was taken from [Buck's (1949) dictionary](sources.bib#cldf:Buck1949), and the author had problems in covering all meanings of the 200 item list, the list was reduced to 154 items. Of the 154 items, however, only 153 appear in the ranking, due to a typesetting error with a missing concept for rank 133.","Dyen, Isidore",n.d. In.,Dyen1964,Swadesh-1952-200 Dyen-1964-196,Dyen1964,ranked,1964,154,english,Indo-European,,,242f,,rank
Pagel-2007-200,"Pagel, Mark and Atkinson, Quentin D. and Meade, Andrew 2007","This list stems from the database of [Dyen, Kruskal and Black (1992)](sources.bib#cldf:Dyen1992) (see also the [original concept list](conceptlists.csv#cldf:Dyen-1992-200))  and is supposed to directly reflect the list by [Swadesh 1952](conceptlists.csv#cldf:Swadesh-1952-200), yet the concept labels slightly differ from the original concept list. The list presents ranks for the 200 basic concepts, which are retrieved from the calculation of evolutionary rates from phylogenetic analyses on the database by Dyen et al (1992).","Pagel, Mark and Atkinson, Quentin D. and Meade, Andrew",n.d.,Pagel2007,Dyen-1992-200 Swadesh-1952-200,,basic; ranked,2007,200,english,Indo-European,,,supplement,,english_frequency greek_frequency mean_rate part_of_speech rank rate_sd russian_frequency spanish_frequency states
Kassian-2015-50,"Kassian, Alexei and Zhivlov, Mikhail and Starostin, George S. 2015",This list is based on the supposedly ultra-stable [list of 50 items](conceptlists.csv#cldf:Starostin-2010-50) of the [GLD](http://starling.rinet.ru/new100/main.htm) project and was used to test the relatedness of Indo-European and Uralic. It differs from this list in one item: «liver» was used to replace «louse» since louse posed some problems in the Indo-European reconstruction.,"Kassian, Alexei and Zhivlov, Mikhail and Starostin, George S.",n.d.,Kassian2015b,Starostin-2010-50,,basic; ranked,2015,50,english,Indo-European-Uralic,,,312,,rank
Hattori-1973-200,"Hattori, Shirō 1973","This concept list of 200 items was proposed as a diagnostic test list for lexicostatistical studies of Japanese dialects. The list slightly differs from [Swadesh's list of 200 items](conceptlists.csv#cldf:Swadesh-1952-200), althought the explicitly mentions on page 375 that the englarged 200 item list of Swadesh is being used.","Hattori, Shirō",n.d. In.,Hattori1973,Swadesh-1952-200,Hattori1973,basic,1973,200,english,Japanese,,,376-287,,
Hattori-1961-236,"Hattori, Shirō 1961","This concept list was the basis for several lexicostatistical studies of the Japanese dialects. The list diverges from [Swadesh's list of 200 items](conceptlists.csv#cldf:Swadesh-1952-200) especially in that the author lists additional alternatives for certain of the test items (numbered as *a* and *b*). This list itself was published already earlier than the source we quote here ([Hattori 1954](sources.bib#cldf:Hattori1954)). We quote the later list for practical reasons, since it is taken from a text written in English, and our team currently lacks Japanese speaking colleagues.","Hattori, Shirō",n.d.,Hattori1961,Swadesh-1952-200,Hattori1961,basic,1961,236,english,Japanese dialects,,,55f,,
Lee-2011-211,"Lee, S. and Hasegawa, Toshiharu 2011","This list is almost completely identical with the list of [210 items by Blust](conceptlists.csv#cldf:Blust-2008-210), but the authors diverge in two positions from the concept labels used in the original list: they write «lightening» instead of «lightning», and «ash» instead of «ashes». The concept «at» also occurs (suprisingly) two times in their list, both times with other reflexes in the data. For this reason, we count 211 concept for this concept lists, not 210, as in the list by Blust.","Lee, S. and Hasegawa, Toshiharu",n.d.,Lee2011,Blust-2008-210,Lee2011,basic,2011,211,english,Japonic,,,,,
Nagaraja-2013-200,"Nagaraja, K. S. and Sidwell, Paul and Greenhill, Simon J. 2013","This list was used for a lexicostatistical investigation of four Khasian languages. Judging from the concept labels, it was directly derived from [Gudschinsky's list of 200 items](conceptlists.csv#cldf:Gudschinsky-1956-200) and is therefore not completely identical with [Swadesh's list of 200 items](conceptlists.csv#cldf:Swadesh-1952-200). Furthermore, the compilers read the concept label «lie» as «lie, deceive», while most other concept lists read it as «lie, rest».","Nagaraja, K. S. and Sidwell, Paul and Greenhill, Simon J.",n.d.,Nagaraja2013,Gudschinsky-1956-200 Swadesh-1952-200,Nagaraja2013,areal,2013,200,english,Khasian,,,07-11,,
Dixon-1919-175,"Dixon, Roland B. and Kroeber, Alfred L. 1919","This is an early example of a concept list which was employed for the purpose of language comparison. Strictly speaking, the list itself contains much less conceptual items than 173, since the authors list items which are expressed by multiple cognate sets in the languages of California separately. In order to get these cognate sets, they used a list of 225 English words which is, unfortunately, not reported in the study. According to the authors, the list of cognate sets contains 175 items, but in the source, only 171 items are listed, with 2 further being labeled as secondary in the source. In order to keep close to the original, we decided to add their concept list in unmodified form to the concepticon.","Dixon, Roland B. and Kroeber, Alfred L.",n.d.,Dixon1919,,Dixon1919,specific,1919,173,english,languages of California,,,56-61,,
Dyen-1964-196,"Dyen, Isidore 1964","This list represents the original [list of 200 items by Swadesh](conceptlists.csv#cldf:Swadesh-1952-200) which was ranked by comparing the amount of cognate pairs found in 89 Malayo-Polynesian languages, with items of low ranks representing items which have a high amount of cognate pairs when comparing all languages in a pairwise fashion. The author gives also a [ranked list for Indo-European languages](conceptlists.csv#cldf:Dyen-1964-154).","Dyen, Isidore",n.d. In.,Dyen1964,Swadesh-1952-200 Dyen-1964-154,Dyen1964,ranked,1964,196,english,Malayo-Polynesian,,,244-246,,rank
Tryon-1983-200,"Tryon, Darrel T. and Hackman, Brian D. 1983","This list is based on the two lists published in [Samarin (1967)](sources.bib#cldf:Samarin1967), and was used to carry out a lexicostatistic subgrouping of the languages of the Solomon islands. The compilers note that they replaced forty items which were found unsuitable for their comparison with alternative concepts. In the list, those concepts which, according to the compilers, stem from [Samarin's list of 100 items](conceptlists.csv#cldf:Samarin-1967-100) are marked with one asterisk, those items which stem from [the list of 200 items](conceptlists.csv#cldf:Samarin-1967-218) are marked with two asterisks, and the 40 additional items are left unmarked. This list is a subset of a larger [list of 324 items](conceptlists.csv#cldf:Tryon-1983-324) that was collected and published along with the source and used for broader investigations, including the determination of regular sound correspondences.","Tryon, Darrel T. and Hackman, Brian D.",n.d.,Tryon1983,Samarin-1967-100 Samarin-1967-218 Tryon-1983-324,Tryon1983,areal,1983,200,english,Melanesian,,,28f,,
Tryon-1983-324,"Tryon, Darrel T. and Hackman, Brian D. 1983",This list was used to carry out comparative investigations of the languages of the Solomon islands. The compilers also provide a shorter [list of 200 items](conceptlists.csv#cldf:Tryon-1983-200) which they used to carry out a lexicostatistic subgrouping of the languages.,"Tryon, Darrel T. and Hackman, Brian D.",n.d.,Tryon1983,Tryon-1983-200,Tryon1983,questionnaire,1983,324,english,Melanesian,,,115-118,,semantic_field
Gabelentz-1861-24,"Gabelentz, Hans Georg Conon von der 1861","This list is only a brief representative of the large collections of words from various languages which scholars carried out in the 18th and 19th century, starting with scholars like Peter Simon Pallas.","Gabelentz, Hans Georg Conon von der",n.d. In.,Gabelentz1861,,Gabelentz1861,historical,1861,24,german,Melanesian languages,,,5-8,,
Miller-1994-281,"Miller, John D. 1994","In this list, the author tested the suitability of the [SIL list of 281 items](conceptlists.csv#cldf:SIL-1980-281) to be applied to Mon-Khmer languages in Thailand. The author excludes several items from the original list and retains 203 words in the end. In our representation, these decisions are marked in the column STATUS, with *i* indicating retained elements, *e* excluded elements, and *p* problematic elements. There occurs also one *u*, but this is apparently a spelling error, since the author does not give any further description for that.","Miller, John D.",n.d.,Miller1994,SIL-1980-281,Miller1994,areal,1994,281,english,Mon-Khmer,,,72-81,,status
Thomas-1960-168,"Thomas, David 1960","This list provides stability ranks for four Mon-Khmer languages and compares them with the ranks presented in the [215 item list](conceptlists.csv#cldf:Swadesh-1955-215) from [Swadesh (1955)](sources.bib#cldf:Swadesh1955). The author does not provide all of the 215 items presented in the study by Swadesh, but only a subset of them. The 215 items themselves were first presented in [Swadesh (1950)](conceptlists.csv#cldf:Swadesh-1950-215) where they formed the basis of all initial calculations of Swadesh's lexicostatistics and glottochronology.","Thomas, David",n.d.,Thomas1960,Swadesh-1955-215 Swadesh-1950-215,Thomas1960,ranked,1960,168,english,Mon-Khmer,,,8-10,,category rank stability_score swadesh_1955_stability_score
Wilson-1969-35,"Wilson, Darryl 1969","This is a very small concept list created for the purpose of language comparison in New Guinea. It is not entirely clear from the source how the author ended up with this list of 35 items. According to the source, the author used some standardized list of 100 words, 57 of which also appear on the [100 item list of Swadesh (1955)](conceptlists.csv#cldf:Swadesh-1955-100) (see [Wilson 1969: 76](sources.bib#cldf:Wilson1969)). No further information could be found explaining why the 35 items were chosen for the survey.","Wilson, Darryl",n.d.,Wilson1969,Swadesh-1955-100,Wilson1969,areal,1969,35,english,New Guinea,,,78,,
