concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
646	ash	The incombustible matter remaining after a substance has been incinerated.	n14769160	ash	n14769160	182.0	the residue that remains when something is burned	same	4.0
647	paint (pigments)	A mixture of pigment and a vehicle, such as oil or water, that together form a liquid or paste that can be applied to a surface to provide an adherent coating that imparts colour, protects the surface and/or gives the surface different features.	n03875218	paint	v01362736	1143.0	apply paint to; coat with paint	different	6.0
647	paint (pigments)	A mixture of pigment and a vehicle, such as oil or water, that together form a liquid or paste that can be applied to a surface to provide an adherent coating that imparts colour, protects the surface and/or gives the surface different features.	n03875218	pigment	n14989820	97.0	dry coloring material (especially a powder to be mixed with a liquid to produce paint, etc.)	different	6.0
648	paper	Felted or matted sheets of cellulose fibers, formed on a fine-wire screen from a dilute water suspension, and bonded together as the water is removed and the sheet is dried.	n14974264	paper	n14974264	3031.0	a material made of cellulose pulp derived mainly from wood or rags or certain grasses	same	5.0
649	pasture	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	n08616050	lea	n13654571	2.0	a unit of length of thread or yarn	different	6.0
649	pasture	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	n08616050	ley	n08616050	1.0	a field covered with grass or herbage and suitable for grazing by livestock	same	6.0
649	pasture	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	n08616050	pasture	n08616050	264.0	a field covered with grass or herbage and suitable for grazing by livestock	same	6.0
649	pasture	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	n08616050	pastureland	n08616050	11.0	a field covered with grass or herbage and suitable for grazing by livestock	same	6.0
652	plain	Level or rolling open land, usually at a low elevation.	n09393605	champaign				different	4.0
652	plain	Level or rolling open land, usually at a low elevation.	n09393605	field	n08569998	1311.0	a piece of land cleared of trees and usually enclosed	different	4.0
652	plain	Level or rolling open land, usually at a low elevation.	n09393605	plain	a01791911	337.0	not elaborate or elaborated; simple	different	4.0
653	plant (vegetation)	Any living organism that synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion.	n00017222	flora	n00017222	24.0	(botany) a living organism lacking the power of locomotion	same	6.0
653	plant (vegetation)	Any living organism that synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion.	n00017222	plant	n00017222	1812.0	(botany) a living organism lacking the power of locomotion	same	6.0
655	poison	A substance which, when ingested, inhaled, or absorbed, or when applied to, injected into, or developed within the body, in relatively small amounts, may cause injury, harm, or destruction to organs, tissue, or life.	n15032376	poison	n15032376	239.0	any substance that causes injury or illness or death of a living organism	same	4.0
655	poison	A substance which, when ingested, inhaled, or absorbed, or when applied to, injected into, or developed within the body, in relatively small amounts, may cause injury, harm, or destruction to organs, tissue, or life.	n15032376	toxicant	n15032376	3.0	any substance that causes injury or illness or death of a living organism	same	4.0
657	price	The amount of money paid per unit for a good or service.	n13303315	damage	n07420770	914.0	the occurrence of a change for the worse	different	7.0
657	price	The amount of money paid per unit for a good or service.	n13303315	price	n13303315	2518.0	the amount of money needed to purchase something	same	7.0
657	price	The amount of money paid per unit for a good or service.	n13303315	terms	n13303315	2.0	the amount of money needed to purchase something	same	7.0
658	rain (precipitation)	Precipitation in the form of liquid water drops with diameters greater than 0.5 millimeters.	n11501381	rain	n11501381	1889.0	water falling in drops from vapor condensed in the atmosphere	same	9.0
658	rain (precipitation)	Precipitation in the form of liquid water drops with diameters greater than 0.5 millimeters.	n11501381	rainfall	n11501381	85.0	water falling in drops from vapor condensed in the atmosphere	same	9.0
660	reef	A line of rocks in the tidal zone of a coast, submerged at high water but partly uncovered at low water.	n09406793	reef	n09406793	126.0	a submerged ridge of rock or coral near the surface of the water	same	6.0
661	religion	The expression of man's belief in and reverence for a superhuman power recognized as the creator and governor of the universe.	n08081668	faith	n05946687	739.0	a strong belief in a supernatural power or powers that control human destiny	different	6.0
661	religion	The expression of man's belief in and reverence for a superhuman power recognized as the creator and governor of the universe.	n08081668	religion	n05946687	775.0	a strong belief in a supernatural power or powers that control human destiny	different	6.0
663	bay	An open, curving indentation made by the sea or a lake into a coastline.	n09215664	bay	n09215664	377.0	an indentation of a shoreline larger than a cove but smaller than a gulf	same	4.0
663	bay	An open, curving indentation made by the sea or a lake into a coastline.	n09215664	embayment	n09215664	1.0	an indentation of a shoreline larger than a cove but smaller than a gulf	same	4.0
665	bee	Any of the membranous-winged insects which compose the superfamily Apoidea in the order Hymenoptera characterized by a hairy body and by sucking and chewing mouthparts.	n02206856	bee	n02206856	283.0	any of numerous hairy-bodied insects including social and solitary species	same	11.0
667	road	A long piece of hard ground that people can drive along from one place to another.	n04096066	road	n04096066	4951.0	an open way (generally public) for travel or transportation	same	6.0
667	road	A long piece of hard ground that people can drive along from one place to another.	n04096066	route	n08616311	916.0	an established line of travel or access	different	6.0
670	root	The absorbing and anchoring organ of a vascular plant; it bears neither leaves nor flowers and is usually subterranean.	n13125117	root	n13125117	641.0	(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground	same	7.0
671	sand	A loose material consisting of small mineral particles, or rock and mineral particles, distinguishable by the naked eye; grains vary from almost spherical to angular, with a diameter range from 1/16 to 2 millimeters.	n15019030	sand	n15019030	1240.0	a loose material consisting of grains of rock or coral	same	7.0
672	early	Before the expected time or towards the beginning of a time period.	r00100592	betimes				different	0.0
672	early	Before the expected time or towards the beginning of a time period.	r00100592	early	a00812952	4426.0	at or near the beginning of a period of time or course of events or before the usual or expected time	different	0.0
673	school	An institution or building at which children and young people receive education.	n8276720	school	n08276720	11678.0	an educational institution	different	7.0
674	mouth	Opening in the lower half of a human face which is used for food ingestion and articulation.	n05302499	mouth	n05302499	3735.0	the opening through which food is taken in and vocalizations emerge	same	9.0
676	shit (defecate)	To excrete faeces from one's body through the anus.	v00074038	ca-ca				different	2.0
